Day_of_week,Age_band_of_driver,Sex_of_driver,Driving_experience,Defect_of_vehicle,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Accident_severity
Friday,31-50,Male,5-10yr,No defect,Dry,Daylight,Unknown,Vehicle with vehicle collision,3,3,Going straight,Driver or rider,Male,31-50,3,Slight Injury
Friday,31-50,Male,5-10yr,,Dry,Daylight,Unknown,Vehicle with vehicle collision,3,3,Going straight,Driver or rider,Male,31-50,2,Slight Injury
Friday,31-50,Male,Below 1yr,No defect,Dry,Daylight,Unknown,Vehicle with vehicle collision,3,3,Going straight,na,na,na,na,Slight Injury
Friday,31-50,Male,5-10yr,No defect,Dry,Daylight,Unknown,Vehicle with vehicle collision,3,3,Going straight,Pedestrian,Male,Under 18,3,Slight Injury
Wednesday,31-50,Male,2-5yr,No defect,Wet or damp,Daylight,Raining,Collision with roadside-parked vehicles,3,1,Going straight,Pedestrian,Male,Over 51,3,Slight Injury
Wednesday,31-50,Male,2-5yr,,Wet or damp,Daylight,Raining,Collision with roadside-parked vehicles,3,1,Going straight,Driver or rider,Male,18-30,3,Slight Injury
Wednesday,31-50,Male,2-5yr,No defect,Wet or damp,Daylight,Raining,Collision with animals,3,1,Going straight,Pedestrian,Female,18-30,3,Slight Injury
Wednesday,Unknown,Male,2-5yr,,Dry,Daylight,Normal,Collision with animals,1,1,Other,na,na,na,na,Serious Injury
Thursday,31-50,Male,Above 10yr,,Dry,Darkness - lights lit,Normal,Collision with animals,2,1,Going straight,Driver or rider,Male,18-30,3,Slight Injury
Thursday,18-30,Male,2-5yr,,Dry,Darkness - lights lit,Normal,Collision with animals,2,1,Going straight,Driver or rider,Male,31-50,3,Slight Injury
Sunday,31-50,Male,1-2yr,,Dry,Daylight,Normal,Collision with animals,3,2,Going straight,na,na,na,na,Slight Injury
Sunday,31-50,Male,2-5yr,,Dry,Daylight,Normal,Collision with animals,3,2,Going straight,Passenger,Female,Under 18,3,Slight Injury
Sunday,Over 51,Male,1-2yr,,Dry,Daylight,Normal,Collision with animals,3,2,Going straight,Pedestrian,Male,31-50,3,Slight Injury
Sunday,Over 51,Male,5-10yr,,Dry,Daylight,Normal,Collision with animals,3,2,Going straight,na,na,na,na,Slight Injury
Sunday,18-30,Male,5-10yr,,Dry,Daylight,Normal,Collision with animals,3,2,Moving Backward,Driver or rider,Female,18-30,3,Slight Injury
Sunday,Unknown,Male,2-5yr,,Dry,Daylight,Normal,Collision with animals,3,2,Going straight,na,na,na,na,Slight Injury
Wednesday,18-30,Male,Below 1yr,No defect,Wet or damp,Daylight,Normal,Collision with animals,1,1,Going straight,Driver or rider,Male,31-50,3,Serious Injury
Thursday,Over 51,Male,,,Dry,Daylight,Normal,Collision with animals,1,1,Going straight,Passenger,Female,18-30,3,Serious Injury
Saturday,18-30,Male,Above 10yr,No defect,Wet or damp,Daylight,Other,Other,2,1,Going straight,Pedestrian,Female,31-50,3,Slight Injury
Saturday,Unknown,Female,1-2yr,No defect,Wet or damp,Daylight,Other,Rollover,2,1,Going straight,Driver or rider,Male,18-30,3,Slight Injury
Monday,Unknown,Female,5-10yr,No defect,Wet or damp,Darkness - lights lit,Raining,Collision with animals,2,2,Going straight,na,na,na,na,Slight Injury
Monday,18-30,Male,1-2yr,No defect,Wet or damp,Darkness - lights lit,Raining,Rollover,2,2,Going straight,Driver or rider,Male,Under 18,3,Slight Injury
Monday,18-30,Male,Above 10yr,No defect,Wet or damp,Darkness - lights lit,Raining,Collision with animals,2,2,Going straight,na,na,na,na,Slight Injury
Tuesday,Unknown,Male,Below 1yr,No defect,Dry,Daylight,Normal,Collision with animals,2,1,Going straight,Pedestrian,Female,Over 51,3,Slight Injury
Tuesday,18-30,Male,2-5yr,No defect,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Passenger,Female,18-30,3,Slight Injury
Wednesday,31-50,Male,5-10yr,No defect,Dry,Daylight,Normal,Fall from vehicles,1,1,Going straight,na,na,na,na,Slight Injury
Saturday,18-30,Male,5-10yr,,Dry,Daylight,Normal,Collision with roadside-parked vehicles,1,1,Going straight,Pedestrian,Male,Over 51,3,Slight Injury
Tuesday,18-30,Male,1-2yr,,Dry,Daylight,Normal,Collision with roadside-parked vehicles,2,1,Other,na,na,na,na,Slight Injury
Tuesday,31-50,Male,5-10yr,No defect,Dry,Daylight,Normal,Rollover,2,1,Going straight,Pedestrian,Male,Under 18,3,Slight Injury
Wednesday,31-50,Male,,No defect,Wet or damp,Darkness - lights lit,Normal,Collision with animals,2,1,Going straight,Pedestrian,Male,18-30,3,Slight Injury
Wednesday,Unknown,Male,2-5yr,,Wet or damp,Darkness - lights lit,Normal,Collision with animals,2,1,Going straight,na,na,na,na,Slight Injury
Monday,Under 18,Male,1-2yr,No defect,Wet or damp,Daylight,Raining,Fall from vehicles,2,1,Going straight,Driver or rider,Male,18-30,3,Slight Injury
Monday,Unknown,Male,5-10yr,,Wet or damp,Daylight,Raining,Collision with roadside-parked vehicles,2,1,Going straight,Driver or rider,Male,18-30,3,Slight Injury
Thursday,Unknown,Male,2-5yr,,Dry,Daylight,Normal,Collision with animals,2,2,Going straight,na,na,na,na,Slight Injury
Thursday,31-50,Male,No Licence,No defect,Dry,Daylight,Normal,Collision with animals,2,2,Going straight,Pedestrian,Male,31-50,3,Slight Injury
Thursday,31-50,Male,Above 10yr,,Dry,Daylight,Normal,Collision with pedestrians,2,2,Other,Driver or rider,Male,18-30,3,Slight Injury
Thursday,31-50,Male,Above 10yr,,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,2,Going straight,na,na,na,na,Fatal injury
Thursday,31-50,Male,5-10yr,No defect,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,2,Going straight,Pedestrian,Female,18-30,3,Fatal injury
Thursday,Over 51,Male,2-5yr,No defect,Wet or damp,Daylight,Raining,Collision with pedestrians,2,2,Going straight,Pedestrian,Male,Under 18,3,Fatal injury
Wednesday,Unknown,Female,2-5yr,No defect,Dry,Daylight,Unknown,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Female,Over 51,3,Slight Injury
Wednesday,18-30,Male,Below 1yr,No defect,Dry,Daylight,Unknown,Collision with roadside objects,2,1,Going straight,Driver or rider,Male,31-50,3,Slight Injury
Tuesday,31-50,Male,Above 10yr,No defect,Wet or damp,Darkness - lights lit,Other,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Serious Injury
Tuesday,Unknown,Female,Above 10yr,No defect,Wet or damp,Darkness - lights lit,Other,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Male,18-30,3,Serious Injury
Wednesday,Over 51,Male,2-5yr,,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,3,Fatal injury
Wednesday,18-30,Male,2-5yr,,Wet or damp,Darkness - lights lit,Normal,Rollover,2,1,Going straight,na,na,na,na,Fatal injury
Tuesday,Over 51,Male,Above 10yr,No defect,Dry,Daylight,Cloudy,Vehicle with vehicle collision,2,1,Moving Backward,Driver or rider,Male,18-30,3,Slight Injury
Tuesday,Unknown,Male,5-10yr,No defect,Dry,Daylight,Cloudy,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Slight Injury
Saturday,Under 18,Male,Below 1yr,No defect,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Male,18-30,2,Slight Injury
Saturday,18-30,Male,Below 1yr,No defect,Wet or damp,Daylight,Normal,Collision with pedestrians,2,1,Going straight,Pedestrian,Male,Over 51,3,Slight Injury
Thursday,18-30,Male,Below 1yr,No defect,Wet or damp,Darkness - lights lit,Other,Vehicle with vehicle collision,2,3,Going straight,Driver or rider,Female,31-50,3,Slight Injury
Thursday,31-50,Male,5-10yr,No defect,Wet or damp,Darkness - lights lit,Other,Collision with roadside objects,2,3,Moving Backward,na,na,na,na,Slight Injury
Thursday,31-50,Male,5-10yr,,Wet or damp,Darkness - lights lit,Other,Vehicle with vehicle collision,2,3,Going straight,Pedestrian,Male,Over 51,3,Slight Injury
Thursday,31-50,Male,5-10yr,,Wet or damp,Darkness - lights lit,Other,Rollover,2,3,Other,Driver or rider,Female,31-50,3,Slight Injury
Friday,18-30,Male,5-10yr,,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Other,na,na,na,na,Slight Injury
Monday,Over 51,Male,2-5yr,No defect,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,na,na,na,na,Slight Injury
Monday,31-50,Male,5-10yr,No defect,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,Driver or rider,Male,31-50,3,Slight Injury
Monday,Unknown,Male,2-5yr,No defect,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,Pedestrian,Male,18-30,3,Slight Injury
Monday,18-30,Male,Below 1yr,No defect,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,3,Slight Injury
Monday,Under 18,Male,2-5yr,,Dry,Daylight,Normal,Collision with roadside objects,2,1,Other,na,na,na,na,Slight Injury
Monday,31-50,Male,2-5yr,No defect,Dry,Daylight,Unknown,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Male,18-30,3,Slight Injury
Monday,Unknown,Male,2-5yr,,Dry,Daylight,Unknown,Vehicle with vehicle collision,2,1,Getting off,Driver or rider,Male,31-50,3,Slight Injury
Sunday,18-30,Male,5-10yr,,Dry,Darkness - lights lit,Normal,Collision with roadside objects,1,1,Going straight,na,na,na,na,Slight Injury
Saturday,18-30,Male,5-10yr,No defect,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Driver or rider,Male,18-30,3,Slight Injury
Saturday,Under 18,Male,,No defect,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Slight Injury
Friday,Unknown,Male,5-10yr,,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,na,na,na,na,Slight Injury
Friday,Under 18,Male,2-5yr,No defect,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Driver or rider,Female,31-50,3,Slight Injury
Friday,Under 18,Male,Below 1yr,No defect,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Driver or rider,Male,Over 51,3,Slight Injury
Saturday,31-50,Male,1-2yr,No defect,Dry,Daylight,Normal,Collision with roadside objects,1,1,Moving Backward,na,na,na,na,Serious Injury
Monday,18-30,Male,Below 1yr,,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,na,na,na,na,Slight Injury
Monday,31-50,Male,Above 10yr,No defect,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Other,Driver or rider,Male,Over 51,3,Slight Injury
Monday,31-50,Male,Below 1yr,No defect,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Pedestrian,Female,31-50,2,Slight Injury
Thursday,Unknown,Male,2-5yr,,Dry,Darkness - lights lit,Other,Vehicle with vehicle collision,1,1,Going straight,Driver or rider,Male,18-30,3,Slight Injury
Saturday,31-50,Male,1-2yr,No defect,Wet or damp,Darkness - no lighting,Raining,Vehicle with vehicle collision,1,1,Going straight,na,na,na,na,Serious Injury
Thursday,18-30,Male,5-10yr,No defect,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,3,2,Going straight,Pedestrian,Male,18-30,3,Slight Injury
Thursday,31-50,Male,Below 1yr,No defect,Wet or damp,Darkness - lights lit,Raining,Collision with roadside objects,3,2,,Pedestrian,Female,18-30,3,Slight Injury
Thursday,Under 18,Male,Below 1yr,,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,3,2,Moving Backward,Driver or rider,Male,5,3,Slight Injury
Thursday,18-30,Male,Below 1yr,,Wet or damp,Daylight,Raining,Collision with pedestrians,2,1,,na,na,na,na,Slight Injury
Thursday,Over 51,Male,1-2yr,,Wet or damp,Daylight,Raining,Collision with roadside objects,2,1,Going straight,na,na,na,na,Slight Injury
Monday,18-30,Male,5-10yr,No defect,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,1,Going straight,Driver or rider,Male,18-30,3,Slight Injury
Monday,31-50,Male,2-5yr,No defect,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,,Pedestrian,Female,Under 18,3,Slight Injury
Friday,Unknown,Male,Below 1yr,No defect,Wet or damp,Daylight,Other,Rollover,1,1,Going straight,Driver or rider,Male,31-50,3,Slight Injury
Friday,31-50,Male,5-10yr,No defect,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Slight Injury
Friday,Unknown,Male,5-10yr,No defect,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Passenger,Male,31-50,3,Slight Injury
Monday,18-30,Male,5-10yr,,Dry,Daylight,Other,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,Under 18,3,Slight Injury
Monday,31-50,Male,2-5yr,No defect,Dry,Daylight,Other,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Slight Injury
Wednesday,Unknown,Female,Above 10yr,,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Slight Injury
Wednesday,31-50,Male,5-10yr,No defect,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Female,31-50,3,Slight Injury
Monday,Unknown,Male,Above 10yr,No defect,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Other,na,na,na,na,Slight Injury
Thursday,Unknown,Male,2-5yr,No defect,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Driver or rider,Male,18-30,3,Slight Injury
Friday,Over 51,Male,Below 1yr,No defect,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,1,Going straight,na,na,na,na,Slight Injury
Friday,18-30,Male,Below 1yr,,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,3,Slight Injury
Monday,Unknown,Male,5-10yr,No defect,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,1,1,Going straight,Pedestrian,Female,31-50,3,Slight Injury
Tuesday,Unknown,Male,2-5yr,No defect,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Female,31-50,3,Slight Injury
Tuesday,18-30,Male,Below 1yr,,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Female,31-50,3,Slight Injury
Monday,18-30,Male,2-5yr,,Wet or damp,Darkness - lights lit,Raining,Collision with pedestrians,1,1,Moving Backward,na,na,na,na,Slight Injury
Tuesday,Unknown,Male,5-10yr,No defect,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,3,Slight Injury
Tuesday,Under 18,Male,Above 10yr,No defect,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Slight Injury
Sunday,31-50,Male,Above 10yr,No defect,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,2,Slight Injury
Sunday,31-50,Male,5-10yr,No defect,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Slight Injury
Monday,18-30,Male,1-2yr,No defect,Wet or damp,Daylight,Other,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,3,Slight Injury
Monday,Under 18,Male,5-10yr,No defect,Wet or damp,Daylight,Other,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Female,18-30,3,Slight Injury
Monday,Over 51,Male,5-10yr,No defect,Wet or damp,Daylight,Normal,Collision with roadside objects,2,2,Going straight,na,na,na,na,Slight Injury
Monday,Over 51,Male,1-2yr,No defect,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,2,Getting off,Driver or rider,Male,Over 51,3,Slight Injury
Thursday,18-30,Male,5-10yr,No defect,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,1,1,Going straight,na,na,na,na,Slight Injury
Wednesday,31-50,Male,Above 10yr,No defect,Wet or damp,Darkness - lights lit,Unknown,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Slight Injury
Wednesday,Unknown,Female,Below 1yr,No defect,Wet or damp,Darkness - lights lit,Unknown,Vehicle with vehicle collision,2,1,Turnover,Driver or rider,Female,Under 18,3,Slight Injury
Friday,Unknown,Male,5-10yr,,Dry,Darkness - lights lit,Unknown,Vehicle with vehicle collision,2,1,Moving Backward,Pedestrian,Male,Over 51,3,Slight Injury
Friday,18-30,Male,Above 10yr,,Dry,Darkness - lights lit,Unknown,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Female,18-30,2,Slight Injury
Wednesday,Over 51,Male,Below 1yr,,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,Pedestrian,Female,Over 51,3,Slight Injury
Wednesday,Under 18,Male,1-2yr,No defect,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Slight Injury
Saturday,Unknown,Female,Above 10yr,No defect,Dry,Darkness - lights lit,Normal,Rollover,2,1,,Driver or rider,Male,18-30,3,Slight Injury
Saturday,18-30,Male,Above 10yr,,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,3,Slight Injury
Friday,18-30,Male,Above 10yr,,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,,Pedestrian,Female,Under 18,3,Slight Injury
Friday,18-30,Male,No Licence,,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Driver or rider,Male,31-50,3,Slight Injury
Friday,Unknown,Male,1-2yr,,Dry,Daylight,Normal,Collision with roadside objects,2,2,,na,na,na,na,Slight Injury
Sunday,18-30,Male,1-2yr,No defect,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,4,2,Going straight,Driver or rider,Male,18-30,3,Slight Injury
Sunday,Under 18,Male,Below 1yr,No defect,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,4,2,Going straight,na,na,na,na,Slight Injury
Sunday,18-30,Male,1-2yr,No defect,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,4,2,Going straight,na,na,na,na,Slight Injury
Sunday,Over 51,Male,2-5yr,No defect,Wet or damp,Daylight,Raining,Collision with roadside objects,4,2,Going straight,Driver or rider,Male,31-50,3,Slight Injury
Friday,31-50,Male,5-10yr,No defect,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Passenger,Female,5,3,Serious Injury
Friday,Under 18,Male,Above 10yr,,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,Driver or rider,Male,Under 18,3,Serious Injury
Tuesday,Unknown,Male,2-5yr,,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Other,Driver or rider,Male,Under 18,3,Slight Injury
Monday,Over 51,Male,Above 10yr,No defect,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Passenger,Male,31-50,3,Slight Injury
Monday,31-50,Male,5-10yr,,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,1,Going straight,na,na,na,na,Slight Injury
Tuesday,Unknown,Male,,,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Getting off,Passenger,Female,Over 51,3,Slight Injury
Tuesday,18-30,Male,5-10yr,,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Passenger,Male,5,3,Slight Injury
Wednesday,Unknown,Female,Below 1yr,,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Passenger,Female,18-30,3,Serious Injury
Wednesday,18-30,Male,2-5yr,,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Serious Injury
Wednesday,31-50,Male,2-5yr,,Dry,Daylight,Unknown,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Serious Injury
Wednesday,18-30,Male,2-5yr,,Dry,Daylight,Unknown,Collision with pedestrians,2,1,Going straight,Driver or rider,Male,18-30,3,Serious Injury
Wednesday,Unknown,Male,2-5yr,,Dry,Daylight,Unknown,Vehicle with vehicle collision,2,1,Getting off,Driver or rider,Male,31-50,3,Slight Injury
Wednesday,18-30,Male,5-10yr,,Dry,Daylight,Unknown,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Female,31-50,3,Slight Injury
Friday,Over 51,Male,5-10yr,,Wet or damp,Daylight,Raining,Collision with roadside objects,2,1,Going straight,na,na,na,na,Slight Injury
Friday,Unknown,Female,Above 10yr,,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Other,Passenger,Female,Over 51,3,Slight Injury
